complaint_id,text,product,channel
C00791,approval process is taking too long. please resolve this issue immediately.,Personal Loan,Branch
C00792,customer service never responds. please resolve this issue immediately.,Mortgage,Mobile App
C00793,fraud claim has not been resolved. I have contacted support multiple times.,Checking Account,Branch
C00794,support team keeps transferring me. this is unacceptable.,Mortgage,Branch
C00795,no explanation given for account closure. this is unacceptable.,Credit Card,Branch
C00796,fraud claim has not been resolved. this has been very frustrating.,Checking Account,Email
C00797,annual fee was applied without notice. please resolve this issue immediately.,Credit Card,Mobile App
C00798,mobile app keeps crashing. I expect a prompt resolution.,Online Banking,Call Center
C00799,loan status keeps changing online. I expect a prompt resolution.,Personal Loan,Branch
C00800,support team keeps transferring me. this has been very frustrating.,Mortgage,Email
C00801,interest rate increased suddenly. I expect a prompt resolution.,Credit Card,Call Center
C00802,customer service never responds. this is unacceptable.,Mortgage,Email
C00803,loan status keeps changing online. this has been very frustrating.,Personal Loan,Website
C00804,online banking system was down. this is unacceptable.,Online Banking,Call Center
C00805,online banking system was down. this is unacceptable.,Online Banking,Mobile App
C00806,approval process is taking too long. I expect a prompt resolution.,Personal Loan,Call Center
C00807,cannot reopen my account. this is unacceptable.,Credit Card,Website
C00808,long wait times on the phone. I have contacted support multiple times.,Mortgage,Website
C00809,billing statement has unexplained charges. please resolve this issue immediately.,Credit Card,Email
C00810,transactions not showing in app. I expect a prompt resolution.,Online Banking,Website
C00811,unable to log into my account. please resolve this issue immediately.,Online Banking,Email
C00812,transactions not showing in app. this has been very frustrating.,Online Banking,Website
C00813,unauthorized transaction on my account. please resolve this issue immediately.,Checking Account,Website
C00814,received notice that my account is terminated. I have contacted support multiple times.,Credit Card,Website
C00815,funds are inaccessible after closure. I have contacted support multiple times.,Credit Card,Branch
C00816,fraud claim has not been resolved. I expect a prompt resolution.,Checking Account,Call Center
C00817,no explanation given for account closure. this is unacceptable.,Credit Card,Branch
C00818,charged unexpected fees on my credit card. this is unacceptable.,Credit Card,Email
C00819,funds are inaccessible after closure. please resolve this issue immediately.,Credit Card,Branch
C00820,card was used without my permission. I expect a prompt resolution.,Checking Account,Mobile App
C00821,account was closed without warning. this is unacceptable.,Credit Card,Call Center
C00822,billing statement has unexplained charges. this is unacceptable.,Credit Card,Website
C00823,fraud claim has not been resolved. this is unacceptable.,Checking Account,Call Center
C00824,unable to log into my account. please resolve this issue immediately.,Online Banking,Email
C00825,long wait times on the phone. I expect a prompt resolution.,Mortgage,Branch
C00826,online banking system was down. this has been very frustrating.,Online Banking,Mobile App
C00827,no explanation given for account closure. this has been very frustrating.,Credit Card,Mobile App
C00828,loan status keeps changing online. this is unacceptable.,Personal Loan,Mobile App
C00829,fraud claim has not been resolved. I have contacted support multiple times.,Checking Account,Call Center
C00830,documents were submitted but no response. this has been very frustrating.,Personal Loan,Call Center
C00831,online banking system was down. please resolve this issue immediately.,Online Banking,Website
C00832,late payment fee seems incorrect. please resolve this issue immediately.,Credit Card,Website
C00833,unauthorized transaction on my account. this has been very frustrating.,Checking Account,Mobile App
C00834,loan status keeps changing online. this has been very frustrating.,Personal Loan,Website
C00835,long wait times on the phone. I expect a prompt resolution.,Mortgage,Branch
C00836,charged unexpected fees on my credit card. please resolve this issue immediately.,Credit Card,Mobile App
C00837,fraud claim has not been resolved. this is unacceptable.,Checking Account,Mobile App
C00838,loan status keeps changing online. this has been very frustrating.,Personal Loan,Mobile App
C00839,interest rate increased suddenly. please resolve this issue immediately.,Credit Card,Call Center
C00840,loan status keeps changing online. I have contacted support multiple times.,Personal Loan,Website
C00841,billing statement has unexplained charges. I expect a prompt resolution.,Credit Card,Mobile App
C00842,long wait times on the phone. this is unacceptable.,Mortgage,Call Center
C00843,received notice that my account is terminated. I have contacted support multiple times.,Credit Card,Branch
C00844,issue was escalated but no follow up. I have contacted support multiple times.,Mortgage,Mobile App
C00845,annual fee was applied without notice. this has been very frustrating.,Credit Card,Email
C00846,no explanation given for account closure. please resolve this issue immediately.,Credit Card,Branch
C00847,mobile app keeps crashing. I have contacted support multiple times.,Online Banking,Call Center
C00848,account was closed without warning. I have contacted support multiple times.,Credit Card,Email
C00849,support team keeps transferring me. I expect a prompt resolution.,Mortgage,Call Center
C00850,account was closed without warning. please resolve this issue immediately.,Credit Card,Website
C00851,support team keeps transferring me. I expect a prompt resolution.,Mortgage,Website
C00852,no explanation given for account closure. please resolve this issue immediately.,Credit Card,Mobile App
C00853,loan status keeps changing online. this is unacceptable.,Personal Loan,Mobile App
C00854,loan status keeps changing online. I expect a prompt resolution.,Personal Loan,Mobile App
C00855,customer service never responds. please resolve this issue immediately.,Mortgage,Call Center
C00856,loan status keeps changing online. I expect a prompt resolution.,Personal Loan,Branch
C00857,transactions not showing in app. I have contacted support multiple times.,Online Banking,Branch
C00858,charged unexpected fees on my credit card. I expect a prompt resolution.,Credit Card,Mobile App
C00859,interest rate increased suddenly. I have contacted support multiple times.,Credit Card,Mobile App
C00860,late payment fee seems incorrect. I expect a prompt resolution.,Credit Card,Call Center
C00861,cannot reopen my account. this is unacceptable.,Credit Card,Branch
C00862,no explanation given for account closure. this has been very frustrating.,Credit Card,Email
C00863,support team keeps transferring me. I have contacted support multiple times.,Mortgage,Call Center
C00864,interest rate increased suddenly. this has been very frustrating.,Credit Card,Email
C00865,approval process is taking too long. I expect a prompt resolution.,Personal Loan,Call Center
C00866,fraudulent charges still pending. this has been very frustrating.,Checking Account,Call Center
C00867,no explanation given for account closure. I have contacted support multiple times.,Credit Card,Mobile App
C00868,loan application was denied without explanation. this is unacceptable.,Personal Loan,Mobile App
C00869,fraudulent charges still pending. I expect a prompt resolution.,Checking Account,Mobile App
C00870,mobile app keeps crashing. this has been very frustrating.,Online Banking,Mobile App
C00871,received notice that my account is terminated. this has been very frustrating.,Credit Card,Website
C00872,card was used without my permission. I expect a prompt resolution.,Checking Account,Email
C00873,funds are inaccessible after closure. I have contacted support multiple times.,Credit Card,Call Center
C00874,documents were submitted but no response. this has been very frustrating.,Personal Loan,Mobile App
C00875,website shows error during login. please resolve this issue immediately.,Online Banking,Email
C00876,interest rate increased suddenly. I expect a prompt resolution.,Credit Card,Mobile App
C00877,dispute process is extremely slow. I expect a prompt resolution.,Checking Account,Call Center
C00878,late payment fee seems incorrect. I expect a prompt resolution.,Credit Card,Website
C00879,mobile app keeps crashing. please resolve this issue immediately.,Online Banking,Mobile App
C00880,customer service never responds. I have contacted support multiple times.,Mortgage,Email
C00881,charged unexpected fees on my credit card. this has been very frustrating.,Credit Card,Website
C00882,late payment fee seems incorrect. please resolve this issue immediately.,Credit Card,Branch
C00883,approval process is taking too long. this has been very frustrating.,Personal Loan,Email
C00884,no explanation given for account closure. I have contacted support multiple times.,Credit Card,Call Center
C00885,loan status keeps changing online. please resolve this issue immediately.,Personal Loan,Call Center
C00886,billing statement has unexplained charges. please resolve this issue immediately.,Credit Card,Mobile App
C00887,customer service never responds. I have contacted support multiple times.,Mortgage,Website
C00888,customer service never responds. this is unacceptable.,Mortgage,Mobile App
C00889,card was used without my permission. please resolve this issue immediately.,Checking Account,Call Center
C00890,billing statement has unexplained charges. this is unacceptable.,Credit Card,Mobile App
C00891,mobile app keeps crashing. please resolve this issue immediately.,Online Banking,Email
C00892,transactions not showing in app. I have contacted support multiple times.,Online Banking,Branch
C00893,transactions not showing in app. this is unacceptable.,Online Banking,Website
C00894,cannot reopen my account. I have contacted support multiple times.,Credit Card,Website
C00895,late payment fee seems incorrect. this has been very frustrating.,Credit Card,Website
C00896,representative was unhelpful. this has been very frustrating.,Mortgage,Call Center
C00897,late payment fee seems incorrect. please resolve this issue immediately.,Credit Card,Mobile App
C00898,received conflicting information about approval. I have contacted support multiple times.,Personal Loan,Branch
C00899,unauthorized transaction on my account. I have contacted support multiple times.,Checking Account,Call Center
C00900,charged unexpected fees on my credit card. I have contacted support multiple times.,Credit Card,Email
C00901,card was used without my permission. this is unacceptable.,Checking Account,Mobile App
C00902,customer service never responds. I expect a prompt resolution.,Mortgage,Website
C00903,no explanation given for account closure. this has been very frustrating.,Credit Card,Email
C00904,customer service never responds. this is unacceptable.,Mortgage,Website
C00905,documents were submitted but no response. please resolve this issue immediately.,Personal Loan,Call Center
C00906,card was used without my permission. please resolve this issue immediately.,Checking Account,Branch
C00907,mobile app keeps crashing. this has been very frustrating.,Online Banking,Website
C00908,received conflicting information about approval. this has been very frustrating.,Personal Loan,Website
C00909,annual fee was applied without notice. this is unacceptable.,Credit Card,Branch
C00910,website shows error during login. this has been very frustrating.,Online Banking,Email
C00911,mobile app keeps crashing. this is unacceptable.,Online Banking,Call Center
C00912,card was used without my permission. this has been very frustrating.,Checking Account,Mobile App
C00913,documents were submitted but no response. I expect a prompt resolution.,Personal Loan,Mobile App
C00914,documents were submitted but no response. I have contacted support multiple times.,Personal Loan,Mobile App
C00915,received notice that my account is terminated. please resolve this issue immediately.,Credit Card,Branch
C00916,customer service never responds. please resolve this issue immediately.,Mortgage,Call Center
C00917,loan application was denied without explanation. this is unacceptable.,Personal Loan,Branch
C00918,support team keeps transferring me. I have contacted support multiple times.,Mortgage,Mobile App
C00919,unauthorized transaction on my account. I have contacted support multiple times.,Checking Account,Mobile App
C00920,charged unexpected fees on my credit card. I have contacted support multiple times.,Credit Card,Website
C00921,loan status keeps changing online. please resolve this issue immediately.,Personal Loan,Mobile App
C00922,support team keeps transferring me. please resolve this issue immediately.,Mortgage,Mobile App
C00923,charged unexpected fees on my credit card. I have contacted support multiple times.,Credit Card,Branch
C00924,loan application was denied without explanation. please resolve this issue immediately.,Personal Loan,Mobile App
C00925,late payment fee seems incorrect. this has been very frustrating.,Credit Card,Website
C00926,issue was escalated but no follow up. this is unacceptable.,Mortgage,Branch
C00927,late payment fee seems incorrect. this is unacceptable.,Credit Card,Website
C00928,mobile app keeps crashing. I have contacted support multiple times.,Online Banking,Call Center
C00929,website shows error during login. I have contacted support multiple times.,Online Banking,Mobile App
C00930,support team keeps transferring me. I expect a prompt resolution.,Mortgage,Website
C00931,funds are inaccessible after closure. this is unacceptable.,Credit Card,Branch
C00932,issue was escalated but no follow up. this has been very frustrating.,Mortgage,Mobile App
C00933,website shows error during login. I have contacted support multiple times.,Online Banking,Branch
C00934,received conflicting information about approval. I have contacted support multiple times.,Personal Loan,Email
C00935,late payment fee seems incorrect. please resolve this issue immediately.,Credit Card,Branch
C00936,issue was escalated but no follow up. please resolve this issue immediately.,Mortgage,Email
C00937,representative was unhelpful. this is unacceptable.,Mortgage,Call Center
C00938,loan application was denied without explanation. please resolve this issue immediately.,Personal Loan,Email
C00939,loan application was denied without explanation. please resolve this issue immediately.,Personal Loan,Mobile App
C00940,fraudulent charges still pending. please resolve this issue immediately.,Checking Account,Email
C00941,approval process is taking too long. this has been very frustrating.,Personal Loan,Website
C00942,received notice that my account is terminated. please resolve this issue immediately.,Credit Card,Email
C00943,account was closed without warning. I have contacted support multiple times.,Credit Card,Email
C00944,card was used without my permission. I have contacted support multiple times.,Checking Account,Website
C00945,received conflicting information about approval. please resolve this issue immediately.,Personal Loan,Call Center
C00946,customer service never responds. please resolve this issue immediately.,Mortgage,Email
C00947,long wait times on the phone. I expect a prompt resolution.,Mortgage,Website
C00948,fraudulent charges still pending. please resolve this issue immediately.,Checking Account,Website
C00949,unauthorized transaction on my account. this has been very frustrating.,Checking Account,Mobile App
C00950,received conflicting information about approval. I have contacted support multiple times.,Personal Loan,Mobile App
C00951,issue was escalated but no follow up. this has been very frustrating.,Mortgage,Call Center
C00952,long wait times on the phone. I have contacted support multiple times.,Mortgage,Call Center
C00953,received notice that my account is terminated. please resolve this issue immediately.,Credit Card,Mobile App
C00954,annual fee was applied without notice. I expect a prompt resolution.,Credit Card,Website
C00955,billing statement has unexplained charges. please resolve this issue immediately.,Credit Card,Mobile App
C00956,website shows error during login. I expect a prompt resolution.,Online Banking,Mobile App
C00957,unable to log into my account. please resolve this issue immediately.,Online Banking,Website
C00958,loan status keeps changing online. this is unacceptable.,Personal Loan,Call Center
C00959,received conflicting information about approval. I expect a prompt resolution.,Personal Loan,Call Center
C00960,received conflicting information about approval. I have contacted support multiple times.,Personal Loan,Branch
C00961,unable to log into my account. I have contacted support multiple times.,Online Banking,Website
C00962,account was closed without warning. I expect a prompt resolution.,Credit Card,Branch
C00963,customer service never responds. I have contacted support multiple times.,Mortgage,Email
C00964,transactions not showing in app. I have contacted support multiple times.,Online Banking,Email
C00965,late payment fee seems incorrect. I have contacted support multiple times.,Credit Card,Call Center
C00966,account was closed without warning. I have contacted support multiple times.,Credit Card,Call Center
C00967,mobile app keeps crashing. this has been very frustrating.,Online Banking,Call Center
C00968,unauthorized transaction on my account. please resolve this issue immediately.,Checking Account,Website
C00969,loan application was denied without explanation. please resolve this issue immediately.,Personal Loan,Call Center
C00970,charged unexpected fees on my credit card. this has been very frustrating.,Credit Card,Branch
C00971,dispute process is extremely slow. I have contacted support multiple times.,Checking Account,Branch
C00972,dispute process is extremely slow. please resolve this issue immediately.,Checking Account,Email
C00973,unauthorized transaction on my account. this is unacceptable.,Checking Account,Email
C00974,received notice that my account is terminated. I have contacted support multiple times.,Credit Card,Branch
C00975,charged unexpected fees on my credit card. please resolve this issue immediately.,Credit Card,Mobile App
C00976,unable to log into my account. this has been very frustrating.,Online Banking,Mobile App
C00977,mobile app keeps crashing. this is unacceptable.,Online Banking,Website
C00978,account was closed without warning. I expect a prompt resolution.,Credit Card,Mobile App
C00979,transactions not showing in app. I expect a prompt resolution.,Online Banking,Branch
C00980,account was closed without warning. this is unacceptable.,Credit Card,Website
C00981,issue was escalated but no follow up. I have contacted support multiple times.,Mortgage,Mobile App
C00982,interest rate increased suddenly. I have contacted support multiple times.,Credit Card,Website
C00983,fraudulent charges still pending. I expect a prompt resolution.,Checking Account,Call Center
C00984,funds are inaccessible after closure. please resolve this issue immediately.,Credit Card,Website
C00985,charged unexpected fees on my credit card. this is unacceptable.,Credit Card,Email
C00986,issue was escalated but no follow up. I have contacted support multiple times.,Mortgage,Mobile App
C00987,online banking system was down. this is unacceptable.,Online Banking,Mobile App
C00988,transactions not showing in app. this is unacceptable.,Online Banking,Website
C00989,charged unexpected fees on my credit card. I have contacted support multiple times.,Credit Card,Website
C00990,funds are inaccessible after closure. this has been very frustrating.,Credit Card,Branch
C00991,interest rate increased suddenly. this is unacceptable.,Credit Card,Branch
C00992,card was used without my permission. this has been very frustrating.,Checking Account,Email
C00993,fraud claim has not been resolved. please resolve this issue immediately.,Checking Account,Branch
C00994,mobile app keeps crashing. this is unacceptable.,Online Banking,Mobile App
C00995,website shows error during login. this is unacceptable.,Online Banking,Call Center
C00996,documents were submitted but no response. I expect a prompt resolution.,Personal Loan,Mobile App
C00997,loan application was denied without explanation. this has been very frustrating.,Personal Loan,Call Center
C00998,issue was escalated but no follow up. I expect a prompt resolution.,Mortgage,Website
C00999,customer service never responds. this is unacceptable.,Mortgage,Email
C01000,fraudulent charges still pending. this is unacceptable.,Checking Account,Email
C01001,loan status keeps changing online. please resolve this issue immediately.,Personal Loan,Mobile App
C01002,unauthorized transaction on my account. I expect a prompt resolution.,Checking Account,Email
C01003,support team keeps transferring me. I expect a prompt resolution.,Mortgage,Website
C01004,late payment fee seems incorrect. I have contacted support multiple times.,Credit Card,Website
C01005,approval process is taking too long. I have contacted support multiple times.,Personal Loan,Mobile App
C01006,unauthorized transaction on my account. this is unacceptable.,Checking Account,Website
C01007,received notice that my account is terminated. I expect a prompt resolution.,Credit Card,Call Center
C01008,online banking system was down. this has been very frustrating.,Online Banking,Branch
C01009,issue was escalated but no follow up. I expect a prompt resolution.,Mortgage,Call Center
C01010,transactions not showing in app. this is unacceptable.,Online Banking,Mobile App
C01011,cannot reopen my account. I expect a prompt resolution.,Credit Card,Email
C01012,unauthorized transaction on my account. this is unacceptable.,Checking Account,Website
C01013,received conflicting information about approval. I expect a prompt resolution.,Personal Loan,Email
C01014,charged unexpected fees on my credit card. I expect a prompt resolution.,Credit Card,Mobile App
C01015,transactions not showing in app. please resolve this issue immediately.,Online Banking,Branch
C01016,website shows error during login. this is unacceptable.,Online Banking,Email
C01017,issue was escalated but no follow up. this has been very frustrating.,Mortgage,Website
C01018,website shows error during login. I have contacted support multiple times.,Online Banking,Email
C01019,issue was escalated but no follow up. this has been very frustrating.,Mortgage,Branch
C01020,mobile app keeps crashing. this has been very frustrating.,Online Banking,Branch
C01021,unable to log into my account. this has been very frustrating.,Online Banking,Call Center
C01022,unable to log into my account. please resolve this issue immediately.,Online Banking,Branch
C01023,account was closed without warning. I have contacted support multiple times.,Credit Card,Website
C01024,website shows error during login. please resolve this issue immediately.,Online Banking,Call Center
C01025,no explanation given for account closure. I expect a prompt resolution.,Credit Card,Mobile App
C01026,loan status keeps changing online. I have contacted support multiple times.,Personal Loan,Branch
C01027,no explanation given for account closure. I expect a prompt resolution.,Credit Card,Call Center
C01028,billing statement has unexplained charges. I have contacted support multiple times.,Credit Card,Mobile App
C01029,transactions not showing in app. this is unacceptable.,Online Banking,Website
C01030,support team keeps transferring me. this has been very frustrating.,Mortgage,Website
C01031,approval process is taking too long. this has been very frustrating.,Personal Loan,Website
C01032,late payment fee seems incorrect. this has been very frustrating.,Credit Card,Call Center
C01033,received notice that my account is terminated. please resolve this issue immediately.,Credit Card,Call Center
C01034,fraudulent charges still pending. this is unacceptable.,Checking Account,Mobile App
C01035,account was closed without warning. I have contacted support multiple times.,Credit Card,Call Center
C01036,fraudulent charges still pending. this is unacceptable.,Checking Account,Website
C01037,fraudulent charges still pending. I expect a prompt resolution.,Checking Account,Call Center
C01038,mobile app keeps crashing. please resolve this issue immediately.,Online Banking,Mobile App
C01039,online banking system was down. this is unacceptable.,Online Banking,Mobile App
C01040,received conflicting information about approval. I have contacted support multiple times.,Personal Loan,Website
C01041,received notice that my account is terminated. I have contacted support multiple times.,Credit Card,Call Center
C01042,no explanation given for account closure. I expect a prompt resolution.,Credit Card,Mobile App
C01043,account was closed without warning. this is unacceptable.,Credit Card,Website
C01044,received notice that my account is terminated. I expect a prompt resolution.,Credit Card,Mobile App
C01045,documents were submitted but no response. I expect a prompt resolution.,Personal Loan,Call Center
C01046,funds are inaccessible after closure. this is unacceptable.,Credit Card,Branch
C01047,website shows error during login. please resolve this issue immediately.,Online Banking,Website
C01048,card was used without my permission. I expect a prompt resolution.,Checking Account,Email
C01049,fraudulent charges still pending. this has been very frustrating.,Checking Account,Mobile App
C01050,representative was unhelpful. I expect a prompt resolution.,Mortgage,Email
C01051,representative was unhelpful. please resolve this issue immediately.,Mortgage,Mobile App
C01052,unauthorized transaction on my account. please resolve this issue immediately.,Checking Account,Call Center
C01053,funds are inaccessible after closure. please resolve this issue immediately.,Credit Card,Call Center
C01054,funds are inaccessible after closure. I have contacted support multiple times.,Credit Card,Website
C01055,long wait times on the phone. this has been very frustrating.,Mortgage,Email
C01056,card was used without my permission. I have contacted support multiple times.,Checking Account,Mobile App
C01057,no explanation given for account closure. please resolve this issue immediately.,Credit Card,Call Center
C01058,dispute process is extremely slow. this is unacceptable.,Checking Account,Mobile App
C01059,support team keeps transferring me. I have contacted support multiple times.,Mortgage,Call Center
C01060,received notice that my account is terminated. I expect a prompt resolution.,Credit Card,Branch
C01061,funds are inaccessible after closure. I expect a prompt resolution.,Credit Card,Call Center
C01062,received conflicting information about approval. I have contacted support multiple times.,Personal Loan,Call Center
C01063,late payment fee seems incorrect. I have contacted support multiple times.,Credit Card,Call Center
C01064,cannot reopen my account. I have contacted support multiple times.,Credit Card,Call Center
C01065,account was closed without warning. I have contacted support multiple times.,Credit Card,Call Center
C01066,documents were submitted but no response. this is unacceptable.,Personal Loan,Call Center
C01067,unable to log into my account. I expect a prompt resolution.,Online Banking,Call Center
C01068,unauthorized transaction on my account. this is unacceptable.,Checking Account,Mobile App
C01069,cannot reopen my account. I expect a prompt resolution.,Credit Card,Email
C01070,late payment fee seems incorrect. I have contacted support multiple times.,Credit Card,Email
C01071,late payment fee seems incorrect. I expect a prompt resolution.,Credit Card,Call Center
C01072,unauthorized transaction on my account. I have contacted support multiple times.,Checking Account,Website
C01073,documents were submitted but no response. this is unacceptable.,Personal Loan,Email
C01074,fraud claim has not been resolved. please resolve this issue immediately.,Checking Account,Website
C01075,late payment fee seems incorrect. please resolve this issue immediately.,Credit Card,Website
C01076,online banking system was down. this has been very frustrating.,Online Banking,Branch
C01077,mobile app keeps crashing. I have contacted support multiple times.,Online Banking,Email
C01078,loan status keeps changing online. this has been very frustrating.,Personal Loan,Website
C01079,issue was escalated but no follow up. this is unacceptable.,Mortgage,Branch
C01080,dispute process is extremely slow. this is unacceptable.,Checking Account,Mobile App
C01081,billing statement has unexplained charges. I have contacted support multiple times.,Credit Card,Call Center
C01082,interest rate increased suddenly. I expect a prompt resolution.,Credit Card,Website
C01083,charged unexpected fees on my credit card. I have contacted support multiple times.,Credit Card,Website
C01084,funds are inaccessible after closure. please resolve this issue immediately.,Credit Card,Website
C01085,late payment fee seems incorrect. I expect a prompt resolution.,Credit Card,Email
C01086,mobile app keeps crashing. this has been very frustrating.,Online Banking,Mobile App
C01087,unable to log into my account. this is unacceptable.,Online Banking,Email
C01088,support team keeps transferring me. please resolve this issue immediately.,Mortgage,Branch
C01089,received notice that my account is terminated. please resolve this issue immediately.,Credit Card,Branch
C01090,mobile app keeps crashing. I have contacted support multiple times.,Online Banking,Branch
C01091,annual fee was applied without notice. I have contacted support multiple times.,Credit Card,Website
C01092,loan application was denied without explanation. I expect a prompt resolution.,Personal Loan,Email
C01093,loan application was denied without explanation. please resolve this issue immediately.,Personal Loan,Mobile App
C01094,card was used without my permission. I expect a prompt resolution.,Checking Account,Email
C01095,billing statement has unexplained charges. this has been very frustrating.,Credit Card,Mobile App
C01096,account was closed without warning. this has been very frustrating.,Credit Card,Mobile App
C01097,dispute process is extremely slow. this is unacceptable.,Checking Account,Mobile App
C01098,representative was unhelpful. this is unacceptable.,Mortgage,Website
C01099,loan application was denied without explanation. please resolve this issue immediately.,Personal Loan,Branch
C01100,account was closed without warning. I expect a prompt resolution.,Credit Card,Call Center
C01101,support team keeps transferring me. I have contacted support multiple times.,Mortgage,Branch
C01102,billing statement has unexplained charges. I expect a prompt resolution.,Credit Card,Mobile App
C01103,online banking system was down. this has been very frustrating.,Online Banking,Branch
C01104,received conflicting information about approval. I have contacted support multiple times.,Personal Loan,Call Center
C01105,long wait times on the phone. please resolve this issue immediately.,Mortgage,Branch
C01106,mobile app keeps crashing. this has been very frustrating.,Online Banking,Email
C01107,fraud claim has not been resolved. this is unacceptable.,Checking Account,Call Center
C01108,loan application was denied without explanation. this has been very frustrating.,Personal Loan,Mobile App
C01109,billing statement has unexplained charges. this is unacceptable.,Credit Card,Website
C01110,billing statement has unexplained charges. this has been very frustrating.,Credit Card,Mobile App
C01111,mobile app keeps crashing. this is unacceptable.,Online Banking,Call Center
C01112,website shows error during login. this has been very frustrating.,Online Banking,Mobile App
C01113,loan application was denied without explanation. please resolve this issue immediately.,Personal Loan,Call Center
C01114,funds are inaccessible after closure. this is unacceptable.,Credit Card,Mobile App
C01115,charged unexpected fees on my credit card. this has been very frustrating.,Credit Card,Website
C01116,received notice that my account is terminated. please resolve this issue immediately.,Credit Card,Call Center
C01117,fraudulent charges still pending. please resolve this issue immediately.,Checking Account,Mobile App
C01118,unable to log into my account. I have contacted support multiple times.,Online Banking,Mobile App
C01119,dispute process is extremely slow. this is unacceptable.,Checking Account,Call Center
C01120,dispute process is extremely slow. this is unacceptable.,Checking Account,Website
C01121,annual fee was applied without notice. this has been very frustrating.,Credit Card,Website
C01122,late payment fee seems incorrect. I expect a prompt resolution.,Credit Card,Branch
C01123,issue was escalated but no follow up. I have contacted support multiple times.,Mortgage,Email
C01124,card was used without my permission. I expect a prompt resolution.,Checking Account,Mobile App
C01125,received notice that my account is terminated. this is unacceptable.,Credit Card,Branch
C01126,late payment fee seems incorrect. this is unacceptable.,Credit Card,Mobile App
C01127,interest rate increased suddenly. please resolve this issue immediately.,Credit Card,Mobile App
C01128,cannot reopen my account. I expect a prompt resolution.,Credit Card,Email
C01129,documents were submitted but no response. I expect a prompt resolution.,Personal Loan,Email
C01130,cannot reopen my account. this has been very frustrating.,Credit Card,Branch
C01131,received notice that my account is terminated. this is unacceptable.,Credit Card,Call Center
C01132,no explanation given for account closure. I have contacted support multiple times.,Credit Card,Email
C01133,customer service never responds. this has been very frustrating.,Mortgage,Website
C01134,issue was escalated but no follow up. this is unacceptable.,Mortgage,Website
C01135,late payment fee seems incorrect. please resolve this issue immediately.,Credit Card,Website
C01136,unable to log into my account. this has been very frustrating.,Online Banking,Email
C01137,received conflicting information about approval. this is unacceptable.,Personal Loan,Branch
C01138,loan application was denied without explanation. this is unacceptable.,Personal Loan,Branch
C01139,issue was escalated but no follow up. this has been very frustrating.,Mortgage,Branch
C01140,card was used without my permission. this has been very frustrating.,Checking Account,Branch
C01141,account was closed without warning. this has been very frustrating.,Credit Card,Branch
C01142,unauthorized transaction on my account. I expect a prompt resolution.,Checking Account,Email
C01143,charged unexpected fees on my credit card. I expect a prompt resolution.,Credit Card,Email
C01144,funds are inaccessible after closure. I expect a prompt resolution.,Credit Card,Email
C01145,loan status keeps changing online. please resolve this issue immediately.,Personal Loan,Call Center
C01146,annual fee was applied without notice. this is unacceptable.,Credit Card,Call Center
C01147,support team keeps transferring me. I expect a prompt resolution.,Mortgage,Branch
C01148,funds are inaccessible after closure. this is unacceptable.,Credit Card,Mobile App
C01149,annual fee was applied without notice. this has been very frustrating.,Credit Card,Call Center
C01150,unable to log into my account. I expect a prompt resolution.,Online Banking,Email
C01151,online banking system was down. this has been very frustrating.,Online Banking,Website
C01152,fraud claim has not been resolved. this is unacceptable.,Checking Account,Mobile App
C01153,transactions not showing in app. I have contacted support multiple times.,Online Banking,Website
C01154,late payment fee seems incorrect. I have contacted support multiple times.,Credit Card,Branch
C01155,documents were submitted but no response. this has been very frustrating.,Personal Loan,Branch
C01156,billing statement has unexplained charges. this has been very frustrating.,Credit Card,Branch
C01157,fraudulent charges still pending. I expect a prompt resolution.,Checking Account,Website
C01158,unauthorized transaction on my account. I expect a prompt resolution.,Checking Account,Mobile App
C01159,issue was escalated but no follow up. I expect a prompt resolution.,Mortgage,Branch
C01160,long wait times on the phone. I expect a prompt resolution.,Mortgage,Website
C01161,received notice that my account is terminated. this has been very frustrating.,Credit Card,Branch
C01162,cannot reopen my account. I expect a prompt resolution.,Credit Card,Call Center
C01163,issue was escalated but no follow up. this is unacceptable.,Mortgage,Email
C01164,received notice that my account is terminated. please resolve this issue immediately.,Credit Card,Branch
C01165,unable to log into my account. this is unacceptable.,Online Banking,Website
C01166,loan status keeps changing online. I expect a prompt resolution.,Personal Loan,Email
C01167,transactions not showing in app. please resolve this issue immediately.,Online Banking,Email
C01168,received notice that my account is terminated. I have contacted support multiple times.,Credit Card,Website
C01169,representative was unhelpful. please resolve this issue immediately.,Mortgage,Website
C01170,received notice that my account is terminated. I expect a prompt resolution.,Credit Card,Email
C01171,funds are inaccessible after closure. this has been very frustrating.,Credit Card,Call Center
C01172,issue was escalated but no follow up. I expect a prompt resolution.,Mortgage,Email
C01173,no explanation given for account closure. I expect a prompt resolution.,Credit Card,Call Center
C01174,unauthorized transaction on my account. I expect a prompt resolution.,Checking Account,Mobile App
C01175,late payment fee seems incorrect. I have contacted support multiple times.,Credit Card,Mobile App
C01176,account was closed without warning. I have contacted support multiple times.,Credit Card,Call Center
C01177,documents were submitted but no response. please resolve this issue immediately.,Personal Loan,Website
C01178,interest rate increased suddenly. I have contacted support multiple times.,Credit Card,Email
C01179,interest rate increased suddenly. this is unacceptable.,Credit Card,Mobile App
C01180,support team keeps transferring me. I have contacted support multiple times.,Mortgage,Email
